Order_ID,Customer_Name,Customer_Location,Restaurant_Name,Cuisine,Order_Date,Delivery_Time_Minutes,Order_Amount,Delivery_Partner,Payment_Method,Rating,Review_Text,Review_Date,Is_Discount_Applied,Restaurant_Location
ORD002241,Tonya Velez,North Johnathan,Clark PLC,Mexican,04-08-2024,110,1395.8,Partner C,Debit Card,5,However open price read population case indeed help between buy market central.,18-10-2024,FALSE,Lemouth
ORD002242,Mr. Michael Whitehead PhD,Youngton,"Shaw, Mathis and Simmons",Chinese,18-04-2023,103,1244.76,Partner C,UPI,2,Stop campaign also like notice baby power.,27-03-2024,TRUE,Port Anna
ORD002243,Peter Stephens,Paulshire,Petersen and Sons,Mexican,11-04-2023,49,709.54,Partner C,Credit Card,1,No improve central author former arrive since suffer player spend stock outside age.,01-01-2024,FALSE,Justinton
ORD002244,Henry Joseph,Yvonnechester,"Smith, Sanchez and Dominguez",Thai,06-03-2024,71,554.31,Partner B,Cash,2,Picture walk certainly floor trip base myself.,30-05-2023,TRUE,Christineberg
ORD002245,Ryan Williams,North Richardside,Brown Group,Italian,14-01-2025,55,1642.92,Partner D,UPI,3,Source subject piece study garden today time become condition back force listen people.,01-08-2024,FALSE,Morganmouth
ORD002246,Edward Stewart,New Rickyview,"Mendez, Sims and Martin",Thai,08-08-2023,46,1086.32,Partner B,Credit Card,1,Effect first knowledge guess look bad section magazine think why.,09-11-2023,FALSE,South Michael
ORD002247,Kelly Adams,New Mckenzieburgh,"Davis, Carey and Montgomery",Indian,22-11-2023,62,1808.82,Partner D,UPI,1,Box season maintain increase believe number world travel bad future own nearly.,25-04-2023,TRUE,Amyshire
ORD002248,Russell Hudson,Frenchland,"Murray, Green and Welch",Chinese,23-03-2023,66,201.03,Partner A,Net Banking,2,House hit visit media high per community now money.,02-11-2023,TRUE,Lisafort
ORD002249,Sandra Allison,South Grace,"Romero, Huffman and Tran",Italian,11-04-2024,109,1732.22,Partner B,Net Banking,3,Involve family fear task rich term become price newspaper increase hold industry.,03-03-2023,TRUE,West Saraville
ORD002250,Michelle Snyder,New David,Russell PLC,Chinese,03-10-2023,82,565.58,Partner B,Debit Card,2,Charge American sister fear whatever actually build modern business imagine.,12-08-2023,FALSE,New Lorimouth
ORD002251,Peter Williams,South Jenniferview,Greene-Medina,Japanese,06-05-2024,51,909.52,Partner B,Credit Card,3,Debate low perhaps capital minute smile.,15-10-2024,TRUE,Kevinport
ORD002252,Stephen Wood,Karenberg,"Johnson, Dominguez and Lee",Japanese,29-09-2024,53,1885.72,Partner C,Net Banking,3,Hit present newspaper real be worry discussion reduce method heart.,01-05-2024,TRUE,Huertaberg
ORD002253,Jesse Johnson,West Paulahaven,Perry PLC,Japanese,26-06-2024,106,1484.53,Partner C,UPI,3,Step meeting political wide medical rate.,01-09-2023,TRUE,Jasonfort
ORD002254,Tonya Nguyen,Johnstonborough,Cannon-Davis,American,02-09-2023,28,335.62,Partner B,Net Banking,4,Across soon study computer wonder also that.,11-12-2023,TRUE,Gonzaleston
ORD002255,Rhonda Leonard,Bryantown,Peck-Hill,Chinese,04-03-2024,50,1220.77,Partner A,Credit Card,2,Industry nation decision spring evidence difficult.,04-11-2024,FALSE,West Christina
ORD002256,Tyler Hodge,Port Leah,Haynes-Zimmerman,American,20-06-2024,20,1353.61,Partner C,Debit Card,4,Establish another employee high gas form pick work.,08-12-2024,FALSE,Robertberg
ORD002257,Matthew Hall,North Jamesview,"Ayala, Riley and Carrillo",American,16-03-2024,103,1092.76,Partner D,UPI,4,Part level benefit front scientist inside general stop series among.,01-01-2025,FALSE,Turnerhaven
ORD002258,Joanna Martinez,Port Carla,"Garza, Payne and Hill",American,11-07-2023,55,1349.59,Partner B,Cash,2,Least again identify sell draw step.,14-01-2025,FALSE,South Michaelland
ORD002259,Emily Dickerson,Kirbyshire,Thomas Ltd,Chinese,02-08-2024,82,141.55,Partner D,Debit Card,5,Why become western become brother former whether magazine receive.,03-11-2024,TRUE,South Grantfort
ORD002260,Beth Cannon,Brownberg,"Castro, Alvarado and Harris",American,16-10-2023,81,1187.66,Partner D,Cash,3,Car young clear born hear national on collection most.,20-03-2023,FALSE,Brooksstad
ORD002261,Timothy Best,East David,Ochoa-Barker,American,31-03-2024,118,1401.72,Partner A,Cash,2,Public report participant thing believe understand front too lead recently.,17-05-2024,FALSE,East Tammy
ORD002262,Bryan Wu,West Isaiahberg,Mclaughlin Inc,American,16-06-2023,97,1178.52,Partner C,Net Banking,3,Impact mission impact if read participant person rather anything.,03-12-2023,TRUE,West Jessefort
ORD002263,Savannah Taylor,Richardfort,Horne Group,Mexican,02-06-2024,72,617.35,Partner C,UPI,3,Including billion course anything take sell pretty.,25-05-2024,FALSE,Hickstown
ORD002264,Frank Rollins,Ibarraview,"Peters, Ortiz and Miller",Japanese,16-07-2024,35,1039.96,Partner C,Credit Card,5,Everybody hard list condition when week property address oil direction.,29-08-2024,FALSE,Lowefurt
ORD002265,Regina Ayers,West Heather,"Kirk, Moore and Miller",Mexican,14-04-2024,20,1286.15,Partner B,UPI,1,Throughout ahead last film outside condition trial kind.,03-09-2023,FALSE,Bethborough
ORD002266,Dr. Ryan Combs,Daviston,Martin-Copeland,Chinese,26-01-2023,68,1780.33,Partner D,Credit Card,4,Computer mention range federal tax picture lot.,31-05-2024,FALSE,West Danaberg
ORD002267,Ronald Moore,East Debrahaven,Dawson PLC,Italian,13-01-2025,60,1099.67,Partner D,Debit Card,1,Tough partner bar newspaper again sense purpose yes.,19-10-2024,TRUE,East Victoria
ORD002268,Christopher Burton,Christopherburgh,Schroeder Group,Thai,30-04-2023,10,691.83,Partner A,Cash,4,Young small Republican right ten spring institution religious detail card.,23-12-2023,FALSE,Matthewside
ORD002269,Jessica Serrano,Leonardshire,Taylor Inc,Japanese,02-03-2023,106,163.12,Partner B,Net Banking,5,What impact cause art traditional relationship purpose opportunity.,06-06-2023,FALSE,Michaelmouth
ORD002270,Robin Adams,Melissaport,Owens-Anderson,Chinese,25-06-2024,70,1973.27,Partner D,UPI,3,Material lead outside watch girl alone which.,26-06-2023,TRUE,Lake Pamelaton
ORD002271,Steven Shepherd,Port Suzanneport,Hernandez-Williams,Italian,17-12-2024,64,1366.39,Partner C,UPI,5,Film any among list common alone staff market meeting trip this.,22-11-2024,TRUE,Port Joseview
ORD002272,Clifford Green,Port Casey,Williams-Cox,American,24-03-2024,13,1739.85,Partner A,UPI,2,Investment executive chance red individual provide may since.,20-03-2024,TRUE,Weissburgh
ORD002273,Robin Sanders,Castilloview,French LLC,Indian,14-09-2023,95,1280.98,Partner B,Net Banking,2,Establish finally could end book general mother bring yet friend.,04-05-2024,FALSE,Holmesside
ORD002274,Robert Smith,Ruizfurt,"Hernandez, Ellison and Barrett",Mexican,16-01-2025,23,500.62,Partner C,Credit Card,3,Mention nothing stay effect different do.,24-07-2023,FALSE,Jenniferstad
ORD002275,Stacy Wang,Howardbury,"Carrillo, Dodson and Williams",Thai,06-09-2024,88,1241.77,Partner D,Credit Card,1,Public style claim important wish while.,10-08-2024,FALSE,North Maria
ORD002276,Jeffrey Garcia,Brittanyton,"Newman, Smith and Terry",Indian,16-11-2023,68,465.72,Partner A,Cash,2,They and church the four language occur fast.,15-10-2024,FALSE,Victorstad
ORD002277,Walter Andersen,Donaldberg,"Sutton, Petersen and Gilmore",Italian,19-08-2024,86,1981.5,Partner C,Cash,5,Finish tree best apply worry product sort key power.,27-06-2024,TRUE,Nicolestad
ORD002278,Danny Miller,Lake Sabrina,Carter Ltd,Indian,30-07-2024,116,1135.61,Partner C,Credit Card,3,Option their even young shake market offer.,26-10-2023,TRUE,East Shelbyfort
ORD002279,Todd Goodwin,Garyville,"Stanton, Le and Johnson",American,05-12-2023,38,1730.81,Partner B,Debit Card,2,Such bed most suggest yeah condition ahead movement them.,08-06-2023,FALSE,Port Daniel
ORD002280,Amy Brown,Lake Jacob,Garza PLC,Japanese,20-07-2023,25,1602.63,Partner C,Debit Card,4,Interesting friend south first feel simply huge arrive most after.,03-12-2024,TRUE,North Laurenberg
ORD002281,Michael Kline,South Brett,Henry-Frank,Thai,09-08-2024,24,1031.45,Partner D,Debit Card,5,Return hour someone begin require remain ok four notice building stage return.,27-06-2023,FALSE,Port Jordan
ORD002282,Steven Ramirez,East Sallybury,Pena-Hays,Mexican,25-12-2023,111,1267.18,Partner A,Credit Card,2,Hotel section movement floor begin goal expect.,01-07-2023,TRUE,Lake Scottborough
ORD002283,David Mills,New Johnton,Bright and Sons,Mexican,17-07-2023,31,901.49,Partner C,Debit Card,5,Bar seven never wind condition federal through develop office fly beat.,20-07-2024,FALSE,Danielschester
ORD002284,Kathryn Castaneda,Pottsfort,Young-Bell,Chinese,05-11-2023,71,1233.02,Partner B,Credit Card,2,Investment break hotel morning step character man vote every.,23-09-2024,FALSE,South Zacharytown
ORD002285,Shawn Lewis,Port Richardmouth,"Foley, Day and Manning",American,31-08-2024,33,1279.04,Partner C,Cash,5,Woman book conference along item director like now identify prevent writer choice generation.,21-04-2023,TRUE,Lake Justin
ORD002286,Shannon Bryant,Mooretown,Gonzales and Sons,American,08-07-2024,94,823.45,Partner D,UPI,4,Mind so several month life agency crime several president fly.,29-09-2024,TRUE,South Stacy
ORD002287,David Butler,Higginsland,Miller-Pierce,American,13-04-2023,98,1239.09,Partner B,Cash,4,Report accept any career anything step stage cup energy here increase yes.,20-02-2023,TRUE,Lake Robert
ORD002288,Carrie Hall,New Angelamouth,Torres-Whitehead,American,18-07-2023,13,1007.21,Partner D,Net Banking,1,Model stuff product option beautiful offer item.,01-09-2023,FALSE,Seanstad
ORD002289,Mark Jackson,Castilloburgh,Ramos Inc,Indian,28-03-2023,30,609.12,Partner C,Debit Card,4,Sit just past big billion citizen national time value beyond man.,20-07-2023,FALSE,Rodriguezland
ORD002290,Michele Dickson DVM,Kyleville,Barton and Sons,Mexican,28-04-2023,46,127.36,Partner D,UPI,5,Radio seven short when way itself land although concern nation.,29-07-2023,FALSE,Fosterberg
ORD002291,Sally Owen,West Reginaside,Horton-Russell,American,10-09-2024,36,977.84,Partner D,Cash,5,Land wear room involve heart loss end then.,19-04-2023,TRUE,Erinfurt
ORD002292,Alex White,North Jonathan,Curtis-Kennedy,Italian,13-11-2023,15,988.17,Partner A,Net Banking,5,Red agent kind huge modern artist production soon responsibility civil walk heart government whether.,13-03-2024,TRUE,Port Carol
ORD002293,Susan Cruz,North Rhonda,Davidson-Juarez,Thai,23-02-2023,41,1670.02,Partner B,Debit Card,5,Data seven could four drive item science dinner body social with sit one.,08-05-2024,TRUE,North Ellenchester
ORD002294,Dr. Thomas Barrett DVM,Shawland,Ward Group,Chinese,10-04-2023,82,1619.92,Partner D,Net Banking,5,Partner green road result budget team wish company whether near.,22-02-2024,FALSE,Littleland
ORD002295,Brian Phillips,East Davidbury,Bates Inc,Indian,17-11-2024,92,1403.86,Partner A,UPI,4,Contain interest knowledge bank great choose watch final yourself control.,19-07-2024,TRUE,Lake Jeffreyfort
ORD002296,Jonathon Bailey,Lindaville,Collins LLC,Italian,12-02-2023,52,713.05,Partner C,Credit Card,2,Drug my half PM able natural movement own participant.,04-06-2023,FALSE,South Cindy
ORD002297,Tanya Underwood,Tinabury,Everett and Sons,Mexican,19-10-2023,32,1869.49,Partner D,Cash,4,Color position fast reason member agency industry to source music occur race.,17-01-2024,TRUE,North Colin
ORD002298,Bradley Richmond,North Douglas,Savage LLC,Thai,05-03-2023,31,1369.36,Partner C,UPI,3,Down picture there pick state fast remember.,22-03-2023,TRUE,Port Scotttown
ORD002299,Brooke Burke,New Danielle,Lara-Jimenez,Chinese,18-05-2024,68,1702.86,Partner D,Debit Card,2,According ok fall travel station team find chair operation throw rest issue goal.,29-03-2024,TRUE,Harristown
ORD002300,Brandon Stanley,Jamesbury,"Gray, Higgins and Douglas",Thai,30-01-2023,72,299.25,Partner B,Debit Card,1,Rather activity first state model discussion.,05-10-2024,TRUE,New Anthony
ORD002301,Erik Hernandez,Nortontown,Parks PLC,Mexican,31-01-2024,102,343.75,Partner A,Credit Card,3,Million even property other number speak cell everything people financial.,07-08-2024,FALSE,Glennmouth
ORD002302,Marcus George DVM,New Stevenfort,"Lewis, Bullock and Espinoza",Thai,24-06-2023,92,429.08,Partner A,Credit Card,3,Himself live attention whatever purpose best.,15-10-2024,FALSE,Ritterland
ORD002303,Joseph Gross,Lake Sarahview,Coleman-Martin,Thai,09-06-2023,20,277.09,Partner B,Net Banking,2,Close your without I artist across fine door believe wear.,07-09-2023,TRUE,Christopherfurt
ORD002304,Michelle Lewis,Port Bradleybury,"Galloway, Carlson and Waters",Italian,03-06-2024,72,1363.93,Partner A,UPI,3,Condition wonder accept anything trip several.,30-06-2024,TRUE,East Linda
ORD002305,Jordan Schmidt,Maryburgh,Meyer and Sons,American,03-12-2024,32,429.58,Partner C,Cash,5,Strategy follow onto control radio simple voice particularly.,10-04-2023,TRUE,South Benjaminborough
ORD002306,Eric Peterson,Leeton,"Brown, Hernandez and Thomas",Italian,24-05-2024,104,669.26,Partner D,UPI,2,Situation machine population man speak store blood protect of.,12-05-2024,TRUE,East Summer
ORD002307,Steven Estrada,Thomasville,Bell-Gonzales,Chinese,11-07-2023,65,1304.1,Partner C,Credit Card,5,Get section southern back than room boy issue happy truth.,11-07-2024,TRUE,Mccoystad
ORD002308,Diana Sullivan,North Samueltown,Jones-Mcfarland,Italian,31-01-2023,52,1395.57,Partner D,Credit Card,4,Alone never leave simply really agent protect cultural choice ability activity fall.,29-09-2023,TRUE,East Jason
ORD002309,Donna Ford,Gardnerville,Johnson and Sons,Mexican,23-04-2024,35,550.22,Partner D,Credit Card,5,Computer very small southern list law.,17-06-2024,FALSE,West Claudia
ORD002310,Tiffany Perez,Baileyview,"Higgins, Reese and Ortiz",Japanese,12-04-2024,42,1372.24,Partner A,Net Banking,2,Company charge parent particularly structure treat why remember offer government water listen.,16-11-2023,FALSE,Friedmanstad
ORD002311,Annette Knox,North Sharon,Thompson-Clarke,Japanese,30-08-2023,36,1299.28,Partner B,Cash,3,Else special start system pick president bill hotel small.,15-09-2024,TRUE,New Zoemouth
ORD002312,Jonathan Russo,East Joseph,Lee-Walker,Chinese,15-07-2024,61,551.88,Partner A,UPI,4,Us challenge tell third enter no whatever garden these teach our yeah tree.,18-05-2023,FALSE,East Clintonview
ORD002313,Jack Gordon MD,Bairdport,Smith LLC,Japanese,04-04-2023,104,685.59,Partner B,UPI,2,Leave size whose stock let human bed whatever training wall.,23-11-2024,TRUE,Port Julian
ORD002314,Heather Owens,South Emily,Briggs Ltd,American,11-07-2024,42,256.41,Partner D,Credit Card,2,Appear itself get certain chair later book light firm end.,30-05-2024,FALSE,New Denise
ORD002315,Rebecca Anderson,Shannonstad,Burgess-Walton,American,15-03-2023,88,1719.22,Partner D,UPI,5,It concern TV could interview drop particularly mother tend eye various guy.,13-12-2024,FALSE,Williamview
ORD002316,Cory Howell,West Heatherburgh,Boyd-Doyle,American,11-09-2023,39,692.06,Partner B,UPI,4,Simple example sense argue market unit computer benefit keep energy tell bag little.,24-11-2024,TRUE,Hawkinsfurt
ORD002317,William Davis,Cooleytown,"Jones, Mccarthy and Morrow",Indian,25-04-2023,61,1499.13,Partner B,UPI,2,Guy two actually if follow professor thousand become simply.,04-12-2024,FALSE,West Tiffanyfort
ORD002318,Christopher Campbell,New Barbara,"Richards, Stout and Stuart",Italian,18-02-2024,33,936.16,Partner D,Net Banking,1,Wait girl property page base former job late view.,17-04-2024,TRUE,West Juan
ORD002319,Paul Miller,Larsenside,Hill-Miller,American,29-07-2024,82,691.41,Partner D,Credit Card,5,Final school cup available dog yet.,10-08-2024,TRUE,New Carrie
ORD002320,Kimberly Clark,Jonathanchester,"Berry, Hunter and Mccormick",Chinese,10-08-2024,103,635.1,Partner C,Credit Card,4,Common strong investment which unit draw resource.,21-08-2024,FALSE,Port Christianmouth
ORD002321,Daisy Cobb,West Kathleen,Paul and Sons,Chinese,17-10-2024,52,1399.89,Partner C,Net Banking,3,Push respond clear big big detail upon who.,23-08-2023,FALSE,Andreatown
ORD002322,Nicolas Mora,North Katelyn,"Thompson, Fisher and Miller",Italian,14-06-2023,25,365.73,Partner C,UPI,2,Window meeting process federal build little huge cell its.,16-06-2023,FALSE,Port Robert
ORD002323,Blake Watson,Garrettmouth,"Levy, Johnson and Mcdonald",Italian,25-02-2024,97,1319.52,Partner A,Credit Card,4,Certain save cold history break me their leader yet difficult that recognize.,28-09-2024,TRUE,Victorialand
ORD002324,William Nguyen,New Garrettville,Hill-Johnson,American,01-09-2024,119,1493.65,Partner B,Cash,4,Commercial suddenly particular wind case sometimes far.,23-10-2023,TRUE,Christinaland
ORD002325,Anthony Martinez,Rachelbury,Zimmerman Ltd,Japanese,06-07-2023,55,1637.09,Partner B,UPI,5,Use successful either from mind focus final condition loss talk.,16-07-2024,TRUE,Mcneilside
ORD002326,Corey Dickson,New Darren,Rodriguez Group,Indian,07-07-2023,91,1176.87,Partner A,UPI,4,Range you grow protect knowledge meeting much.,26-08-2024,TRUE,Allenview
ORD002327,Richard Jones,Robertstad,Harris PLC,Chinese,16-02-2023,115,273.92,Partner A,UPI,1,Deal protect fill laugh large effect help write none follow thing impact.,17-01-2024,FALSE,Brownchester
ORD002328,Nicholas Henderson,Greenchester,Ryan Ltd,Italian,23-07-2023,100,1093.56,Partner C,Credit Card,5,Trial degree listen edge group suddenly but everyone.,13-01-2024,FALSE,Brownborough
ORD002329,Alejandro Arnold,Larryside,Brown-Williams,Indian,15-01-2024,108,1298.53,Partner D,Credit Card,3,Modern financial fast fly west in to resource car produce reduce.,26-06-2024,FALSE,Adamberg
ORD002330,Donald Davis,Burkeview,"Kelly, Castro and Beck",American,01-02-2024,98,1027.97,Partner C,Cash,3,Term high doctor task same throw.,13-07-2023,FALSE,Vegaport
ORD002331,Todd Garza,West Dianaland,"Weaver, Becker and Huynh",American,02-08-2024,26,916.89,Partner C,Credit Card,1,Board often during position similar yes black arm open remember.,27-07-2023,TRUE,South Andrew
ORD002332,Cory Young,Port Brian,Fields-Kerr,Thai,24-08-2024,60,1785.91,Partner A,UPI,5,Whose outside message class you six.,19-07-2023,TRUE,East Emilyshire
ORD002333,Jennifer Parker,Ramirezbury,Thomas-Vazquez,Chinese,11-03-2023,41,1268.11,Partner D,Net Banking,1,Available instead in health key could however.,04-01-2024,FALSE,Brookston
ORD002334,Nancy Brown,Mariafort,Patrick-Mendoza,Chinese,27-02-2024,41,1443.73,Partner A,Credit Card,2,Ago very my determine own peace new site even nearly ground opportunity.,11-06-2024,FALSE,Dianaberg
ORD002335,Matthew Perez,Franklinshire,Jones Group,Japanese,12-10-2023,26,351.43,Partner C,UPI,1,Act right himself exist community describe fine.,14-08-2023,TRUE,East Sara
ORD002336,Amy Winters,West Grace,"Perry, Evans and Tate",Thai,16-10-2024,120,1750.27,Partner B,UPI,3,Foreign land American door prepare country truth this individual enough election bring society.,16-02-2024,FALSE,East Teresabury
ORD002337,Shannon Nunez,East Sandra,Cook Ltd,Italian,04-08-2023,21,288.33,Partner A,Net Banking,4,Instead religious describe design still their perhaps step agent part write deep almost.,26-05-2023,TRUE,Moralesside
ORD002338,Deborah Price,Stephenstad,Newton LLC,Chinese,11-05-2024,94,986.62,Partner C,Cash,3,About bad truth green just party east about.,18-08-2023,FALSE,Lake Kenneth
ORD002339,Sarah Benton,Lake Kathryn,"Yu, Campbell and Golden",Italian,28-12-2023,31,214.75,Partner B,UPI,4,Customer although local response respond American answer.,05-02-2024,FALSE,North David
ORD002340,Carrie Anderson,Port Vincentstad,"Wang, Sexton and Allen",Mexican,24-07-2024,99,1163.91,Partner D,Debit Card,4,As no beautiful someone election town above.,14-09-2023,FALSE,Port Danielle
ORD002341,Christopher Salinas,West Jesse,Peters-Stark,Thai,02-10-2023,79,1412.45,Partner B,Debit Card,4,Everyone cause company industry health laugh short discussion fight program.,20-01-2024,FALSE,Danielfurt
ORD002342,Gina Russell,Hernandezstad,"Stevens, Berry and Harrison",Thai,16-02-2024,93,1194.88,Partner C,Debit Card,1,Get pattern feel while will building student kitchen several body.,31-01-2023,FALSE,Prestonchester
ORD002343,Derek Burton,Kaylaborough,"Brady, Soto and Curry",Chinese,07-09-2024,72,1249.99,Partner D,Net Banking,1,Hour bed social think Congress seek director reduce life finish go book.,02-11-2023,TRUE,Kellyshire
ORD002344,Christine Jacobs,North Amandatown,"Novak, Ball and Bell",Japanese,02-07-2023,52,343.7,Partner D,Credit Card,4,Cold must son case happen affect accept truth.,26-07-2024,FALSE,Courtneyhaven
ORD002345,Emily Estrada,Robertfurt,"Snyder, Martinez and Vargas",Japanese,21-10-2023,82,1382.83,Partner D,Cash,1,Get oil item than research also tree social forget else side song.,21-05-2023,TRUE,Port Michelle
ORD002346,Randall Jones,Gordonbury,Pacheco-Torres,Italian,11-08-2023,52,1811.7,Partner B,Debit Card,3,Administration word moment determine into recognize whose.,13-03-2023,FALSE,Colleenfort
ORD002347,Kimberly James,Walkerfurt,Johnson LLC,Chinese,17-08-2024,86,1565.31,Partner B,UPI,5,Nor year million bank already action rock various.,03-11-2024,TRUE,Christopherburgh
ORD002348,Rebekah Brooks,Elizabethfurt,Moody and Sons,American,08-07-2023,58,1739.62,Partner D,Credit Card,1,Order let poor citizen soon guy government dream relationship at.,13-05-2024,TRUE,New Margaret
ORD002349,Timothy Mcdonald,Allenside,Barker-Brown,Mexican,27-08-2023,116,1005.53,Partner A,UPI,5,He pull suffer from must discover dog lawyer control hold reach.,25-09-2023,TRUE,East Christopherberg
ORD002350,David Montgomery,North Kimside,Washington-Spencer,Chinese,17-02-2024,10,1017.52,Partner A,Debit Card,2,Threat fund war night water stand base.,06-09-2023,TRUE,Shepardview
ORD002351,Bridget Escobar,New John,Phillips Group,Japanese,03-12-2023,54,177.13,Partner C,Net Banking,2,Bit these tree manage agree sure local benefit mind.,02-02-2024,FALSE,New Christina
ORD002352,Anthony Nelson,Port Anthonyhaven,Berry-Brown,Japanese,28-05-2024,35,552.27,Partner C,UPI,3,Poor human author member not make Mrs show no need system relationship land.,19-10-2023,TRUE,West Elizabeth
ORD002353,Rose Moyer,Jonesberg,Ware-Stevens,Chinese,27-06-2024,71,868.86,Partner A,Debit Card,4,Key exist need public worry born this born leave your second.,04-09-2024,FALSE,Johnshire
ORD002354,Nancy Key,Port Heather,"Perez, Armstrong and Martinez",Italian,08-10-2023,23,253.54,Partner B,Cash,3,Look away professional expert large close since while list question single.,30-08-2023,FALSE,Markview
ORD002355,Mary Gallegos,Williamview,Johnson-Garza,Japanese,09-03-2023,72,1638.89,Partner A,Cash,5,Show note cell modern present move mind also nearly.,13-05-2024,TRUE,Garrisonborough
ORD002356,Melanie Moore,Josephton,"White, Martin and Wiggins",Italian,18-08-2023,97,1896.1,Partner B,Net Banking,4,Hour charge information may radio challenge choose everyone.,14-03-2024,FALSE,East Sarahchester
ORD002357,Jack Brown MD,Lake Holly,"Rodriguez, Burch and Powell",Mexican,06-04-2023,54,1048.93,Partner B,Net Banking,3,Hit old professor effect building movement activity popular person large someone teach reach race.,03-11-2024,FALSE,Curtismouth
ORD002358,Katrina Page,South Tonyamouth,Patterson and Sons,Indian,16-12-2024,102,1154.7,Partner C,Debit Card,4,Among president institution affect measure site tree.,30-11-2023,TRUE,Rodriguezview
ORD002359,Angela Jones,Hamiltonfurt,Moran Group,Thai,10-11-2023,77,1065.89,Partner D,Debit Card,5,Enter mind these attack guess toward while.,24-08-2023,TRUE,Greenmouth
ORD002360,Elizabeth Meza,East Denisefurt,"Solis, Hughes and Ferrell",Thai,20-05-2024,46,1979.43,Partner D,Cash,5,Figure represent national subject good want fine on as real modern step.,22-08-2024,FALSE,Morganfurt
ORD002361,Joshua Owens,West Erikaview,Maynard-Hopkins,Thai,07-09-2023,102,216.79,Partner C,Credit Card,1,Learn art onto per enough kitchen note position risk carry child wide.,03-06-2024,TRUE,North Crystal
ORD002362,April Maldonado,Robinsonside,"Conley, Espinoza and Orr",American,23-06-2024,82,1885.32,Partner B,Debit Card,3,Senior bank member discover ten control.,12-05-2023,FALSE,Micheleborough
ORD002363,Stacie Rowe,Cooperland,Fuller-Cox,Italian,01-08-2023,51,147.63,Partner C,Cash,3,Walk perhaps white pick process class performance statement.,12-02-2023,FALSE,Smithtown
ORD002364,Mark Brown,Morrisshire,"Chavez, Wright and Avila",Italian,20-04-2023,10,1642.37,Partner A,UPI,1,Oil carry lose wish serious security cold region down up measure pretty.,29-07-2024,FALSE,New Steven
ORD002365,Carl Johnson,Port Robert,Moore Inc,Chinese,09-07-2024,105,1400.14,Partner C,Cash,2,That company along focus show professional reason.,12-02-2023,TRUE,Markview
ORD002366,Kristopher Yang,South Alisha,White Group,Japanese,01-08-2024,80,1475.66,Partner D,UPI,2,Instead move market large wonder itself discussion animal no certainly.,26-03-2024,TRUE,Smithside
ORD002367,Daniel Whitehead,South Virginia,James and Sons,Indian,20-05-2023,95,830.72,Partner C,Cash,2,Person drive hold brother carry would her.,26-04-2023,FALSE,Jeffmouth
ORD002368,Cassandra Ramos,Michaelberg,"Rivera, Clark and Johnston",Italian,07-11-2023,57,1036.8,Partner C,Cash,2,Drop organization ten serious hand enjoy.,17-03-2024,TRUE,Lake Christopher
ORD002369,Diana Williams,Rothville,Walker-Porter,Indian,19-09-2023,120,272.73,Partner A,UPI,2,Not Republican ground rest perhaps paper business quality could rate better PM side.,11-08-2024,FALSE,Lake Joseph
ORD002370,Jeffrey Shepherd,Smallstad,"Ferguson, Santiago and Lyons",American,15-08-2023,64,964.26,Partner C,Cash,1,Least government law point Democrat character.,13-04-2024,TRUE,New Latoyaside
ORD002371,Jessica Jackson,Charlesshire,Jackson PLC,Mexican,10-08-2024,75,1862.09,Partner A,Cash,2,Despite attack his team high which become drug return join.,10-02-2024,TRUE,West Desireeville
ORD002372,Randall Smith,Sharonmouth,"Baldwin, Brock and Anderson",American,02-10-2024,76,1305.27,Partner D,Net Banking,2,Participant blood help collection site almost wide ask address.,12-05-2024,FALSE,Higginsland
ORD002373,Lori Moran,Jessicatown,Burnett-Frank,Italian,12-12-2023,109,624.47,Partner B,UPI,1,Throughout control college crime month nearly style.,05-01-2024,FALSE,Reedstad
ORD002374,Jack Anderson,Port Lindseyview,"Leonard, Zuniga and Wilson",Chinese,18-06-2023,109,844.21,Partner B,Cash,5,Executive like establish animal exist magazine theory reach.,08-05-2024,TRUE,Ashleychester
ORD002375,Timothy Phillips,South Tammy,Garner Ltd,Mexican,10-09-2023,102,1624.66,Partner B,Net Banking,1,Degree meet health son draw security thus pick.,23-02-2023,FALSE,New Sarabury
ORD002376,Brad King,Smithborough,"Munoz, Herrera and Thompson",Mexican,20-10-2023,17,399.45,Partner D,Credit Card,4,Movement accept strong hot especially you station hit difference.,08-09-2024,TRUE,New Randall
ORD002377,Angela Hardin,South Sarah,"Robinson, Bell and Phillips",Thai,06-12-2024,26,316.71,Partner C,UPI,5,Despite half something act author ready expert word.,29-06-2024,TRUE,Port Todd
ORD002378,Amanda Hernandez,Samanthachester,Andrews Inc,Indian,25-08-2023,88,1932.69,Partner A,UPI,1,Subject factor stage part leader last think pressure speech.,29-01-2023,TRUE,East Bridgetville
ORD002379,Debra Mcfarland,North Danielmouth,Hernandez-Boyd,Chinese,21-09-2024,41,1173.64,Partner B,UPI,3,Us experience food technology federal difference reason step surface go.,06-02-2024,TRUE,Lake Philipmouth
ORD002380,Erica Bauer,Ramirezberg,Mccoy and Sons,Thai,24-11-2024,29,501.42,Partner C,UPI,2,Exactly pressure environmental crime play unit movement.,27-04-2023,TRUE,Raymondberg
